id, jobId, staffId, status, active, jobDate, offeredDate
"59ca664e594d35001a0205fb", "59ca663b594d35001a0205fa", "59b274c199ad870018545db0", "deal", true, "2017-10-17", "2017-09-26"
"59ca6876594d35001a0205ff", "59ca0a22c7685a001991e3e6", "59a92aa6c9477a0017377ded", "skipped", false, "2017-10-10", ""
"59ca68dd594d35001a020601", "59ca67f2594d35001a0205fc", "59b274c199ad870018545db0", "deal", true, "2017-10-11", "2017-09-26"
"59ca696bc7685a001991e410", "59ca1e9a594d35001a0205f0", "59b3843599ad870018545dc1", "rejected", true, "2017-10-21", ""
"59ca6983594d35001a020604", "59ca0f23c7685a001991e3eb", "59afcd6914154300192fd4a0", "skipped", false, "2017-10-01", ""
"59ca698d594d35001a020605", "59bfe8e1594d35001a0205a5", "59afcd6914154300192fd4a0", "skipped", false, "2017-10-02", ""
"59ca699c594d35001a020606", "59bfe930c7685a001991e378", "59afcd6914154300192fd4a0", "skipped", false, "2017-10-04", ""
"59ca69a6594d35001a020607", "59c3d84a594d35001a0205d6", "59afcd6914154300192fd4a0", "skipped", false, "2017-10-04", ""
"59ca69ad594d35001a020608", "59ca09c2594d35001a0205e8", "59afcd6914154300192fd4a0", "skipped", false, "2017-10-05", ""
"59ca7af5c7685a001991e411", "59ca1eb9594d35001a0205f1", "59b3843599ad870018545dc1", "applied", true, "2017-10-22", ""
"59ca7ef7c7685a001991e412", "59ca0f23c7685a001991e3eb", "59a6f21514154300192fd460", "skipped", false, "2017-10-01", ""
"59ca7ef9c7685a001991e413", "59ca09c2594d35001a0205e8", "59a6f21514154300192fd460", "skipped", false, "2017-10-05", ""
"59ca7efbc7685a001991e414", "59ca0995594d35001a0205e7", "59a6f21514154300192fd460", "skipped", false, "2017-10-07", ""
"59ca7efcc7685a001991e415", "59ca0a04c7685a001991e3e5", "59a6f21514154300192fd460", "skipped", false, "2017-10-10", ""
"59ca7efec7685a001991e416", "59ca0a22c7685a001991e3e6", "59a6f21514154300192fd460", "skipped", false, "2017-10-10", ""
"59ca7f00c7685a001991e417", "59ca6827594d35001a0205fd", "59a6f21514154300192fd460", "skipped", false, "2017-10-10", ""
